Participant,Experimental_Group,Age,Sex,Rank_AI1,Rank_AI2,Rank_AI3,Rank_AI4,Rank_AI5,Rank_AI6,Rank_AI7,Rank_AI8,Rank_AI9,Rank_AI10,Rank_AI11,Rank_AI12,Rank_AI13,Rank_AI14,Rank_AI15,Rank_Human1,Rank_Human2,Rank_Human3,Rank_Human4,Rank_Human5,Rank_Human6,Rank_Human7,Rank_Human8,Rank_Human9,Rank_Human10,Rank_Human11,Rank_Human12,Rank_Human13,Rank_Human14,Rank_Human15,Dis_AI1,Dis_AI2,Dis_AI3,Dis_AI4,Dis_AI5,Dis_AI6,Dis_AI7,Dis_AI8,Dis_AI9,Dis_AI10,Dis_AI11,Dis_AI12,Dis_AI13,Dis_AI14,Dis_AI15,Dis_Hum1,Dis_Hum2,Dis_Hum3,Dis_Hum4,Dis_Hum5,Dis_Hum6,Dis_Hum7,Dis_Hum8,Dis_Hum9,Dis_Hum10,Dis_Hum11,Dis_Hum12,Dis_Hum13,Dis_Hum14,Dis_Hum15,Con_AI1,Con_AI2,Con_AI3,Con_AI4,Con_AI5,Con_AI6,Con_AI7,Con_AI8,Con_AI9,Con_AI10,Con_AI11,Con_AI12,Con_AI13,Con_AI14,Con_AI15,Con_Hum1,Con_Hum2,Con_Hum3,Con_Hum4,Con_Hum5,Con_Hum6,Con_Hum7,Con_Hum8,Con_Hum9,Con_Hum10,Con_Hum11,Con_Hum12,Con_Hum13,Con_Hum14,Con_Hum15,Unp_AI1,Unp_AI2,Unp_AI3,Unp_AI4,Unp_AI5,Unp_AI6,Unp_AI7,Unp_AI8,Unp_AI9,Unp_AI10,Unp_AI11,Unp_AI12,Unp_AI13,Unp_AI14,Unp_AI15,Unp_Hum1,Unp_Hum2,Unp_Hum3,Unp_Hum4,Unp_Hum5,Unp_Hum6,Unp_Hum7,Unp_Hum8,Unp_Hum9,Unp_Hum10,Unp_Hum11,Unp_Hum12,Unp_Hum13,Unp_Hum14,Unp_Hum15,Lapp_AI1,Lapp_AI2,Lapp_AI3,Lapp_AI4,Lapp_AI5,Lapp_AI6,Lapp_AI7,Lapp_AI8,Lapp_AI9,Lapp_AI10,Lapp_AI11,Lapp_AI12,Lapp_AI13,Lapp_AI14,Lapp_AI15,Lapp_Hum1,Lapp_Hum2,Lapp_Hum3,Lapp_Hum4,Lapp_Hum5,Lapp_Hum6,Lapp_Hum7,Lapp_Hum8,Lapp_Hum9,Lapp_Hum10,Lapp_Hum11,Lapp_Hum12,Lapp_Hum13,Lapp_Hum14,Lapp_Hum15,recruitment_platform
71,Disclosed,20.0,Female,16.0,27.0,26.0,9.0,6.0,10.0,2.0,14.0,7.0,4.0,13.0,30.0,5.0,12.0,8.0,19.0,25.0,29.0,22.0,1.0,3.0,28.0,15.0,11.0,17.0,23.0,24.0,18.0,21.0,20.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,SONA
72,Not Disclosed,18.0,Male,29.0,6.0,21.0,9.0,22.0,10.0,27.0,7.0,3.0,2.0,23.0,11.0,30.0,15.0,8.0,12.0,1.0,25.0,13.0,18.0,5.0,14.0,4.0,19.0,26.0,20.0,17.0,24.0,28.0,16.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SONA
73,Disclosed,22.0,Female,6.0,9.0,18.0,5.0,26.0,12.0,16.0,19.0,14.0,24.0,1.0,15.0,11.0,10.0,22.0,28.0,3.0,23.0,21.0,4.0,2.0,29.0,20.0,13.0,17.0,7.0,8.0,25.0,30.0,27.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SONA
74,Not Disclosed,20.0,Female,18.0,13.0,21.0,12.0,5.0,1.0,19.0,16.0,3.0,8.0,4.0,30.0,28.0,27.0,11.0,29.0,26.0,25.0,9.0,20.0,22.0,6.0,10.0,7.0,15.0,24.0,14.0,17.0,2.0,23.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,SONA
75,Disclosed,20.0,Female,8.0,22.0,17.0,24.0,12.0,18.0,13.0,6.0,25.0,7.0,23.0,30.0,4.0,26.0,5.0,14.0,9.0,29.0,19.0,27.0,11.0,15.0,21.0,2.0,16.0,1.0,3.0,28.0,10.0,20.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,SONA
76,Not Disclosed,19.0,Female,9.0,22.0,27.0,2.0,1.0,28.0,15.0,8.0,24.0,3.0,4.0,12.0,20.0,5.0,25.0,16.0,30.0,14.0,18.0,7.0,23.0,13.0,10.0,21.0,19.0,6.0,26.0,29.0,17.0,11.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,SONA
77,Disclosed,,Female,18.0,13.0,7.0,29.0,16.0,26.0,6.0,12.0,27.0,17.0,5.0,30.0,9.0,21.0,23.0,28.0,15.0,8.0,20.0,2.0,24.0,14.0,25.0,22.0,1.0,3.0,10.0,19.0,4.0,11.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,SONA
78,Disclosed,19.0,Female,10.0,21.0,5.0,2.0,25.0,17.0,12.0,14.0,13.0,15.0,24.0,9.0,8.0,27.0,29.0,30.0,7.0,23.0,11.0,22.0,28.0,26.0,20.0,16.0,6.0,1.0,3.0,18.0,19.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,SONA
79,Not Disclosed,22.0,Male,28.0,30.0,24.0,16.0,23.0,29.0,20.0,12.0,18.0,5.0,2.0,8.0,1.0,14.0,19.0,25.0,3.0,6.0,9.0,21.0,4.0,11.0,15.0,27.0,13.0,26.0,17.0,7.0,10.0,22.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,SONA
80,Not Disclosed,19.0,Female,23.0,10.0,4.0,5.0,2.0,12.0,14.0,9.0,1.0,8.0,22.0,28.0,20.0,18.0,13.0,29.0,15.0,26.0,7.0,3.0,11.0,21.0,17.0,19.0,16.0,25.0,6.0,30.0,27.0,24.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,SONA
81,Disclosed,19.0,Male,22.0,11.0,15.0,26.0,21.0,5.0,3.0,7.0,4.0,14.0,8.0,20.0,9.0,17.0,24.0,12.0,23.0,6.0,13.0,2.0,27.0,1.0,10.0,16.0,25.0,29.0,18.0,19.0,28.0,30.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,SONA
82,Not Disclosed,19.0,Male,4.0,28.0,27.0,9.0,8.0,10.0,2.0,6.0,1.0,19.0,3.0,29.0,13.0,16.0,18.0,26.0,15.0,30.0,5.0,12.0,17.0,21.0,20.0,25.0,7.0,23.0,11.0,24.0,14.0,22.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,SONA
83,Disclosed,19.0,Female,23.0,29.0,9.0,15.0,21.0,4.0,14.0,16.0,28.0,26.0,2.0,3.0,24.0,5.0,13.0,22.0,17.0,7.0,8.0,11.0,10.0,27.0,6.0,20.0,12.0,25.0,18.0,30.0,1.0,19.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,SONA
84,Not Disclosed,19.0,Female,6.0,18.0,25.0,13.0,4.0,10.0,2.0,8.0,7.0,12.0,9.0,30.0,14.0,11.0,28.0,20.0,5.0,29.0,1.0,27.0,19.0,23.0,16.0,15.0,24.0,26.0,3.0,21.0,22.0,17.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,SONA
85,Disclosed,19.0,Female,19.0,20.0,28.0,17.0,9.0,1.0,10.0,8.0,6.0,13.0,12.0,27.0,24.0,26.0,2.0,25.0,23.0,29.0,3.0,21.0,14.0,30.0,11.0,16.0,5.0,18.0,7.0,15.0,4.0,22.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,SONA
86,Not Disclosed,20.0,Female,16.0,21.0,20.0,6.0,17.0,22.0,7.0,23.0,11.0,13.0,14.0,29.0,24.0,5.0,18.0,12.0,25.0,28.0,2.0,1.0,27.0,9.0,15.0,10.0,3.0,19.0,4.0,26.0,30.0,8.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,SONA
87,Disclosed,19.0,Male,26.0,1.0,9.0,19.0,3.0,7.0,17.0,6.0,12.0,20.0,18.0,30.0,2.0,4.0,10.0,28.0,23.0,22.0,11.0,25.0,14.0,5.0,21.0,24.0,29.0,8.0,16.0,13.0,15.0,27.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,SONA
88,Disclosed,20.0,Female,26.0,5.0,9.0,1.0,13.0,18.0,25.0,22.0,2.0,3.0,16.0,30.0,21.0,10.0,24.0,12.0,11.0,29.0,6.0,19.0,15.0,20.0,8.0,14.0,7.0,27.0,4.0,17.0,23.0,28.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,SONA
89,Not Disclosed,20.0,Female,10.0,15.0,29.0,16.0,11.0,9.0,2.0,23.0,4.0,19.0,25.0,21.0,13.0,28.0,17.0,24.0,12.0,7.0,5.0,26.0,27.0,20.0,22.0,14.0,3.0,8.0,1.0,30.0,6.0,18.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,4.0,4.0,1.0,5.0,3.0,SONA
90,Not Disclosed,21.0,Female,2.0,10.0,21.0,18.0,14.0,8.0,11.0,17.0,19.0,9.0,23.0,6.0,27.0,26.0,13.0,30.0,25.0,20.0,1.0,15.0,3.0,28.0,16.0,5.0,22.0,7.0,24.0,12.0,4.0,29.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,4.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,SONA
