Participant,Experimental_Group,recruitment_platform,Negative_attitudes,Effects_Perception
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,4.666666667
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,4.666666667
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
134,Not Disclosed,SONA,4,5
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,5
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,3.333333333
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,4
135,Disclosed,SONA,3.625,5
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,3.666666667
135,Disclosed,SONA,3.625,3.666666667
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,3.666666667
135,Disclosed,SONA,3.625,4
135,Disclosed,SONA,3.625,4.333333333
135,Disclosed,SONA,3.625,4.666666667
135,Disclosed,SONA,3.625,4.666666667
136,Not Disclosed,SONA,2.875,4.666666667
136,Not Disclosed,SONA,2.875,3.333333333
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,3.333333333
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,3.666666667
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,2.666666667
136,Not Disclosed,SONA,2.875,2.666666667
136,Not Disclosed,SONA,2.875,1.333333333
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,5
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,4.666666667
136,Not Disclosed,SONA,2.875,2.666666667
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,3
136,Not Disclosed,SONA,2.875,1
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,4.666666667
136,Not Disclosed,SONA,2.875,4
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,4.333333333
136,Not Disclosed,SONA,2.875,2
136,Not Disclosed,SONA,2.875,3
136,Not Disclosed,SONA,2.875,3.666666667
137,Disclosed,SONA,3,5
137,Disclosed,SONA,3,2.666666667
137,Disclosed,SONA,3,2
137,Disclosed,SONA,3,4.333333333
137,Disclosed,SONA,3,4.333333333
137,Disclosed,SONA,3,4
137,Disclosed,SONA,3,4.666666667
137,Disclosed,SONA,3,4.333333333
137,Disclosed,SONA,3,4.333333333
137,Disclosed,SONA,3,3.333333333
137,Disclosed,SONA,3,5
137,Disclosed,SONA,3,2
137,Disclosed,SONA,3,2.333333333
137,Disclosed,SONA,3,3.333333333
137,Disclosed,SONA,3,3.333333333
137,Disclosed,SONA,3,2.333333333
137,Disclosed,SONA,3,4.333333333
137,Disclosed,SONA,3,3
137,Disclosed,SONA,3,4.666666667
137,Disclosed,SONA,3,4
137,Disclosed,SONA,3,4
137,Disclosed,SONA,3,4.666666667
137,Disclosed,SONA,3,2.666666667
137,Disclosed,SONA,3,3.333333333
137,Disclosed,SONA,3,4
137,Disclosed,SONA,3,2.666666667
137,Disclosed,SONA,3,4
137,Disclosed,SONA,3,2
137,Disclosed,SONA,3,5
137,Disclosed,SONA,3,2.333333333
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4.333333333
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
138,Disclosed,SONA,2.5,4
139,Not Disclosed,SONA,2.25,4.333333333
139,Not Disclosed,SONA,2.25,2.666666667
139,Not Disclosed,SONA,2.25,2
139,Not Disclosed,SONA,2.25,5
139,Not Disclosed,SONA,2.25,4.333333333
139,Not Disclosed,SONA,2.25,4.666666667
139,Not Disclosed,SONA,2.25,4.666666667
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,5
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,4.666666667
139,Not Disclosed,SONA,2.25,1.666666667
139,Not Disclosed,SONA,2.25,3.333333333
139,Not Disclosed,SONA,2.25,4.333333333
139,Not Disclosed,SONA,2.25,2.666666667
139,Not Disclosed,SONA,2.25,3
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,3
139,Not Disclosed,SONA,2.25,4.666666667
139,Not Disclosed,SONA,2.25,4.333333333
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,3.333333333
139,Not Disclosed,SONA,2.25,3
139,Not Disclosed,SONA,2.25,5
139,Not Disclosed,SONA,2.25,3.666666667
139,Not Disclosed,SONA,2.25,4
139,Not Disclosed,SONA,2.25,2
139,Not Disclosed,SONA,2.25,4.666666667
139,Not Disclosed,SONA,2.25,3
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,3.666666667
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,3.666666667
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,3.666666667
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,3.333333333
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,4.333333333
140,Disclosed,SONA,4.5,4
140,Disclosed,SONA,4.5,3.666666667
140,Disclosed,SONA,4.5,3.666666667
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,4.333333333
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,4.666666667
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,5
141,Disclosed,SONA,3.25,4.666666667
142,Not Disclosed,SONA,2.25,5
142,Not Disclosed,SONA,2.25,5
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4.333333333
142,Not Disclosed,SONA,2.25,4
142,Not Disclosed,SONA,2.25,5
142,Not Disclosed,SONA,2.25,5
142,Not Disclosed,SONA,2.25,4.666666667
142,Not Disclosed,SONA,2.25,4.333333333
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3
143,Disclosed,SONA,2.25,3
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,4.333333333
143,Disclosed,SONA,2.25,3
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,3.666666667
143,Disclosed,SONA,2.25,4
143,Disclosed,SONA,2.25,3.333333333
143,Disclosed,SONA,2.25,3.666666667
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,4.666666667
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,4
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,4
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,4.333333333
144,Not Disclosed,SONA,3.75,4.666666667
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,4.666666667
144,Not Disclosed,SONA,3.75,5
144,Not Disclosed,SONA,3.75,5
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,2.333333333
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,2.666666667
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,3
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,3
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,4.333333333
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,4.333333333
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.666666667
145,Not Disclosed,SONA,3.375,4
145,Not Disclosed,SONA,3.375,3.333333333
145,Not Disclosed,SONA,3.375,4.666666667
145,Not Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4.333333333
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4.333333333
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,3.333333333
146,Disclosed,SONA,3.375,3.333333333
146,Disclosed,SONA,3.375,4.333333333
146,Disclosed,SONA,3.375,4.333333333
146,Disclosed,SONA,3.375,4.333333333
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4.666666667
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,4
146,Disclosed,SONA,3.375,3.666666667
146,Disclosed,SONA,3.375,3.333333333
146,Disclosed,SONA,3.375,4
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
147,Not Disclosed,SONA,4,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
148,Disclosed,SONA,3.5,5
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,1
149,Disclosed,SONA,2.625,4
149,Disclosed,SONA,2.625,4
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,5
149,Disclosed,SONA,2.625,4
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,3.333333333
149,Disclosed,SONA,2.625,3.666666667
149,Disclosed,SONA,2.625,1
149,Disclosed,SONA,2.625,4
149,Disclosed,SONA,2.625,1.666666667
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,5
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,4
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,3.666666667
149,Disclosed,SONA,2.625,3.333333333
149,Disclosed,SONA,2.625,4.666666667
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,4.333333333
149,Disclosed,SONA,2.625,3.333333333
149,Disclosed,SONA,2.625,5
149,Disclosed,SONA,2.625,4.333333333
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,4.333333333
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,4.333333333
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,2.666666667
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,3
150,Not Disclosed,SONA,3.75,2.333333333
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.333333333
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,3
150,Not Disclosed,SONA,3.75,3
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,3.666666667
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,2.333333333
150,Not Disclosed,SONA,3.75,4
150,Not Disclosed,SONA,3.75,3.666666667
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,3.333333333
151,Disclosed,SONA,2.875,3.333333333
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,4
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,3.333333333
151,Disclosed,SONA,2.875,3.666666667
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,4
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,4
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,4.333333333
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,4
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,4.666666667
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,3.666666667
151,Disclosed,SONA,2.875,5
151,Disclosed,SONA,2.875,4.666666667
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
152,Not Disclosed,SONA,2.5,5
153,Disclosed,SONA,3.125,4.333333333
153,Disclosed,SONA,3.125,2
153,Disclosed,SONA,3.125,1.666666667
153,Disclosed,SONA,3.125,4
153,Disclosed,SONA,3.125,3.333333333
153,Disclosed,SONA,3.125,5
153,Disclosed,SONA,3.125,5
153,Disclosed,SONA,3.125,4.333333333
153,Disclosed,SONA,3.125,5
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,2.333333333
153,Disclosed,SONA,3.125,2
153,Disclosed,SONA,3.125,3.666666667
153,Disclosed,SONA,3.125,2.666666667
153,Disclosed,SONA,3.125,2.333333333
153,Disclosed,SONA,3.125,3
153,Disclosed,SONA,3.125,3
153,Disclosed,SONA,3.125,5
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,4.333333333
153,Disclosed,SONA,3.125,4.333333333
153,Disclosed,SONA,3.125,1.666666667
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,4.333333333
153,Disclosed,SONA,3.125,4.666666667
153,Disclosed,SONA,3.125,1.666666667
153,Disclosed,SONA,3.125,5
153,Disclosed,SONA,3.125,4.333333333
154,Not Disclosed,SONA,2.625,4
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,3.333333333
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,4.666666667
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,5
154,Not Disclosed,SONA,2.625,5
154,Not Disclosed,SONA,2.625,5
154,Not Disclosed,SONA,2.625,4.666666667
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,3.333333333
154,Not Disclosed,SONA,2.625,4
154,Not Disclosed,SONA,2.625,2.333333333
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,4
154,Not Disclosed,SONA,2.625,2.666666667
154,Not Disclosed,SONA,2.625,4
154,Not Disclosed,SONA,2.625,4
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,5
154,Not Disclosed,SONA,2.625,3
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,3.666666667
154,Not Disclosed,SONA,2.625,4.666666667
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,4.333333333
154,Not Disclosed,SONA,2.625,2.666666667
154,Not Disclosed,SONA,2.625,4.666666667
154,Not Disclosed,SONA,2.625,2.666666667
155,Disclosed,SONA,3.5,3.666666667
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3.666666667
155,Disclosed,SONA,3.5,3.666666667
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.666666667
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,2.666666667
155,Disclosed,SONA,3.5,2.666666667
155,Disclosed,SONA,3.5,4
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,2.666666667
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3
155,Disclosed,SONA,3.5,2.666666667
155,Disclosed,SONA,3.5,3.333333333
155,Disclosed,SONA,3.5,3.666666667
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4
156,Disclosed,SONA,3,3.666666667
156,Disclosed,SONA,3,3.333333333
156,Disclosed,SONA,3,4
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4
156,Disclosed,SONA,3,5
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.333333333
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.666666667
156,Disclosed,SONA,3,4.333333333
157,Not Disclosed,SONA,4.375,5
157,Not Disclosed,SONA,4.375,4
